##Sample=contains best values from all samples: Acrometrix-ready, Colo829-ready, E2813008-38-ready, E7801006-2-ready, E7806007-30-ready, E7814002-16-ready, H1975-ready, Horizon-ready, NA12878-ready, Promega-ready
#Chr	Start	End	Size	Gene	Strand	Feature	Biotype	Min depth	Ave depth	Std dev	W/n 20% of ave depth	1x	5x	10x	25x	50x	100x	500x	1000x	5000x	10000x	50000x
chr11	108093210	108239829	9171	ATM	+	Whole-Gene	protein_coding	9	41.2595136844	14.1993700051	0.464616726638	1.0	1.0	0.999890960637	0.898048195399	0.263111983426	0	0	0	0	0	0
chr11	108179245	108338258	1134	C11orf65	.	Whole-Gene	protein_coding	13	31.5952380952	10.7637283943	0.672839506173	1.0	1.0	1.0	0.722222222222	0.0608465608466	0	0	0	0	0	0
chr11	119076751	119178859	2721	CBL	+	Whole-Gene	protein_coding	23	68.7684674752	44.7069272875	0.395442851893	1.0	1.0	1.0	0.999264976112	0.698272693863	0.135611907387	0	0	0	0	0
chr11	125495035	125546150	1704	CHEK1	+	Whole-Gene	protein_coding	17	41.5023474178	22.1944317375	0.43544600939	0.87265258216	0.852112676056	0.852112676056	0.828638497653	0.406103286385	0.00410798122066	0	0	0	0	0
chr12	4382937	4414516	1064	CCND2	+	Whole-Gene	protein_coding	74	87.1936090226	55.8973289856	0.446428571429	0.817669172932	0.817669172932	0.817669172932	0.817669172932	0.815789473684	0.441729323308	0	0	0	0	0
chr12	12867991	12875305	479	CDKN1B	+	Whole-Gene	protein_coding	0	115.323590814	81.5456580333	0.242171189979	0.956158663883	0.78496868476	0.701461377871	0.701461377871	0.701461377871	0.647181628392	0	0	0	0	0
chr12	25357722	25403870	708	KRAS	.	Whole-Gene	protein_coding	40	40.3234463277	11.1964304928	0.830508474576	0.970338983051	0.970338983051	0.970338983051	0.970338983051	0.271186440678	0	0	0	0	0	0
chr12	31944122	31945175	408	H3F3C	.	Whole-Gene	protein_coding	133	174.022058824	24.7985171978	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0
chr12	40590545	40763087	7623	LRRK2	+	Whole-Gene	protein_coding	17	57.476584022	19.9304715999	0.593598320871	1.0	1.0	1.0	0.996458087367	0.679260133806	0.0356814902269	0	0	0	0	0
chr12	46123447	46301823	5531	ARID2	+	Whole-Gene	protein_coding	45	96.0744892425	35.9821650473	0.484903272464	0.999457602604	0.996564816489	0.996564816489	0.99168323992	0.93147712891	0.414934008317	0	0	0	0	0
chr12	49412757	49453557	16662	KMT2D	.	Whole-Gene	protein_coding	31	136.657484096	44.0176740839	0.585403913096	1.0	0.997119193374	0.997119193374	0.997119193374	0.987156403793	0.841675669187	0	0	0	0	0
chr12	52345450	52390862	1883	ACVR1B	+	Whole-Gene	protein_coding	30	139.506638343	38.2336825408	0.641529474243	1.0	1.0	1.0	1.0	0.939458311206	0.894848645778	0	0	0	0	0
chr12	56473640	56497289	4212	ERBB3	+	Whole-Gene	protein_coding	44	126.344729345	32.8425387076	0.591168091168	1.0	1.0	1.0	1.0	0.999287749288	0.775403608737	0	0	0	0	0
chr12	56495114	56503073	489	RP11-603J24.9	+	Whole-Gene	protein_coding	15	76.4519427403	30.505459656	0.60736196319	1.0	1.0	1.0	0.912065439673	0.822085889571	0.0940695296524	0	0	0	0	0
chr12	58141509	58149796	912	CDK4	.	Whole-Gene	protein_coding	48	117.917763158	29.3139914411	0.604166666667	1.0	1.0	1.0	1.0	0.997807017544	0.754385964912	0	0	0	0	0
chr12	69201955	69239214	1296	MDM2	+	Whole-Gene	protein_coding	20	60.1018518519	36.5233579451	0.374228395062	0.928240740741	0.928240740741	0.928240740741	0.876543209877	0.554012345679	0.202160493827	0	0	0	0	0
chr12	78224684	78606790	7302	NAV3	+	Whole-Gene	protein_coding	24	75.001232539	34.3339729982	0.326759791838	0.996713229252	0.984387838948	0.980279375514	0.976581758422	0.73336072309	0.294302930704	0	0	0	0	0
chr12	112856154	112947717	1822	PTPN11	+	Whole-Gene	protein_coding	15	43.7162458836	18.6791956086	0.431942919868	0.980241492865	0.980241492865	0.980241492865	0.854006586169	0.330406147091	0.00439077936334	0	0	0	0	0
chr12	115108058	115121969	2232	TBX3	.	Whole-Gene	protein_coding	46	149.855286738	58.4061613643	0.510304659498	1.0	1.0	1.0	1.0	0.998655913978	0.740591397849	0	0	0	0	0
chr12	120105557	120119435	813	PRKAB1	+	Whole-Gene	protein_coding	25	61.9717097171	35.6869391409	0.505535055351	1.0	1.0	1.0	1.0	0.510455104551	0.19557195572	0	0	0	0	0
chr13	28577410	28674729	2991	FLT3	.	Whole-Gene	protein_coding	13	46.8635907723	17.512654828	0.441323971916	1.0	1.0	1.0	0.918756268806	0.43196255433	0	0	0	0	0	0
chr13	32889610	32973805	10257	BRCA2	+	Whole-Gene	protein_coding	10	44.1042215073	13.0443390347	0.520522569952	1.0	1.0	1.0	0.963342107829	0.291410743882	0	0	0	0	0	0
chr13	48877886	49056122	2787	RB1	+	Whole-Gene	protein_coding	4	28.7922497309	29.9812805644	0.32221026193	1.0	0.998205956225	0.913527090061	0.409041980624	0.0559741657696	0.0491567994259	0	0	0	0	0
chr14	23440382	23451851	1721	AJUBA	.	Whole-Gene	protein_coding	57	146.750726322	71.653372078	0.406159209762	1.0	1.0	1.0	1.0	1.0	0.665310865776	0	0	0	0	0
chr14	23415478	23451467	580	RP11-298I3.5	.	Whole-Gene	protein_coding	36	92.824137931	40.8298824203	0.791379310345	1.0	1.0	1.0	1.0	0.881034482759	0.355172413793	0	0	0	0	0
chr14	38059188	38069245	1419	FOXA1	.	Whole-Gene	protein_coding	64	188.616631431	45.229875995	0.865398167724	1.0	1.0	1.0	1.0	1.0	0.949260042283	0	0	0	0	0
chr14	68286495	69196935	1490	RAD51B	+	Whole-Gene	protein_coding	0	45.6275167785	28.3922698598	0.275167785235	0.853691275168	0.786577181208	0.786577181208	0.742953020134	0.563087248322	0	0	0	0	0	0
chr14	105235685	105262088	1484	AKT1	.	Whole-Gene	protein_coding	45	150.376010782	51.5422796773	0.654986522911	1.0	0.972371967655	0.972371967655	0.972371967655	0.972371967655	0.823450134771	0	0	0	0	0
chr15	38544526	38649450	1335	SPRED1	+	Whole-Gene	protein_coding	44	104.892883895	40.0024875855	0.463670411985	1.0	1.0	1.0	1.0	0.972284644195	0.49063670412	0	0	0	0	0
chr15	41913421	42062141	9361	MGA	+	Whole-Gene	protein_coding	15	67.9042837304	17.072541202	0.622903535947	0.998290780899	0.998290780899	0.998290780899	0.988249118684	0.854502724068	0.0128191432539	0	0	0	0	0
chr15	66679154	66784650	1222	MAP2K1	+	Whole-Gene	protein_coding	32	76.3355155483	37.0271730719	0.505728314239	0.967266775777	0.967266775777	0.967266775777	0.967266775777	0.775777414075	0.132569558101	0	0	0	0	0
chr15	75661719	75748183	3927	SIN3A	.	Whole-Gene	protein_coding	15	74.2060096766	25.0885791996	0.495543672014	1.0	1.0	1.0	0.99337916985	0.863763687293	0.155080213904	0	0	0	0	0
chr15	90626276	90645736	1359	IDH2	.	Whole-Gene	protein_coding	44	91.3384841795	22.1934533016	0.673289183223	1.0	1.0	1.0	1.0	0.983811626196	0.319352465048	0	0	0	0	0
chr15	99192199	99507759	4104	IGF1R	+	Whole-Gene	protein_coding	31	90.1920077973	35.3404380817	0.543372319688	1.0	1.0	1.0	1.0	0.928849902534	0.30701754386	0	0	0	0	0
chr16	2097465	2138716	5648	TSC2	+	Whole-Gene	protein_coding	95	147.066395184	52.4886236524	0.570644475921	1.0	0.988491501416	0.988491501416	0.987783286119	0.97769121813	0.819759206799	0	0	0	0	0
chr16	2587964	2653189	1579	PDPK1	+	Whole-Gene	protein_coding	22	88.4173527549	41.4425635615	0.44585180494	1.0	1.0	1.0	0.996200126662	0.828372387587	0.335022165928	0	0	0	0	0
chr16	23614487	23652631	3615	PALB2	.	Whole-Gene	protein_coding	198	65.7380359613	26.8087067051	0.472475795297	0.985062240664	0.985062240664	0.985062240664	0.962378976487	0.725587828492	0.140802213001	0	0	0	0	0
chr16	30125425	30134827	1197	MAPK3	.	Whole-Gene	protein_coding	41	116.199665831	36.6855076418	0.672514619883	1.0	1.0	1.0	1.0	0.984962406015	0.713450292398	0	0	0	0	0
chr16	67063018	67134961	552	CBFB	+	Whole-Gene	protein_coding	31	91.6376811594	60.9974687083	0.795289855072	1.0	1.0	1.0	1.0	0.719202898551	0.298913043478	0	0	0	0	0
chr16	67596309	67673086	2184	CTCF	+	Whole-Gene	protein_coding	33	83.1254578755	22.1562830209	0.648351648352	1.0	1.0	1.0	1.0	0.931318681319	0.186355311355	0	0	0	0	0
chr16	68771127	68869451	2649	CDH1	+	Whole-Gene	protein_coding	41	90.2959607399	20.1117735541	0.726689316723	1.0	1.0	1.0	1.0	0.994714986787	0.259720649302	0	0	0	0	0
chr17	7565096	7590856	1365	TP53	.	Whole-Gene	protein_coding	19	71.4315018315	35.1359353467	0.374358974359	0.986813186813	0.915750915751	0.915750915751	0.898901098901	0.712087912088	0.266666666667	0	0	0	0	0
chr17	11924140	12047147	1233	MAP2K4	+	Whole-Gene	protein_coding	13	45.4606650446	14.4014235204	0.58799675588	1.0	1.0	1.0	0.914841849148	0.387672343877	0	0	0	0	0	0
chr17	15932470	16121499	7720	NCOR1	.	Whole-Gene	protein_coding	13	64.0470207254	22.0416818717	0.462305699482	1.0	1.0	1.0	0.979274611399	0.746243523316	0.0550518134715	0	0	0	0	0
chr17	29421944	29709134	8606	NF1	+	Whole-Gene	protein_coding	1	61.3502207762	23.8086924913	0.448756681385	1.0	0.994887287939	0.994887287939	0.989309783872	0.715082500581	0.0540320706484	0	0	0	0	0
chr17	33426810	33448541	1254	RAD51D	.	Whole-Gene	protein_coding	10	49.8149920255	29.5991736578	0.363636363636	1.0	1.0	1.0	0.895534290271	0.468899521531	0.0901116427432	0	0	0	0	0
chr17	33338367	33448512	1008	RAD51L3-RFFL	.	Whole-Gene	protein_coding	1	57.255952381	16.6164549758	0.619047619048	1.0	0.997023809524	0.997023809524	0.997023809524	0.701388888889	0	0	0	0	0	0
chr17	37617763	37721160	4473	CDK12	+	Whole-Gene	protein_coding	23	83.6125642745	33.2127785572	0.40174379611	1.0	1.0	1.0	0.998882181981	0.846858931366	0.36105522021	0	0	0	0	0
chr17	37844166	37886679	3572	ERBB2	+	Whole-Gene	protein_coding	43	86.741881299	27.0456046285	0.5820268757	0.98516237402	0.967245240761	0.967245240761	0.967245240761	0.947368421053	0.299552071669	0	0	0	0	0
chr17	41196311	41277500	5690	BRCA1	.	Whole-Gene	protein_coding	0	55.6985940246	17.5699660297	0.518453427065	0.996485061511	0.993848857645	0.993848857645	0.954481546573	0.675219683656	0.00492091388401	0	0	0	0	0
chr17	47676245	47755596	1125	SPOP	.	Whole-Gene	protein_coding	57	119.324444444	37.278919605	0.715555555556	1.0	1.0	1.0	1.0	1.0	0.735111111111	0	0	0	0	0
chr17	56048909	56065620	1155	VEZF1	.	Whole-Gene	protein_coding	43	112.828571429	36.2252699002	0.592207792208	1.0	1.0	1.0	1.0	0.975757575758	0.689177489177	0	0	0	0	0
chr17	56408244	56409869	87	MIR142	.	Whole-Gene	antisense	0	0.379310344828	0.48521542343	0	0.379310344828	0	0	0	0	0	0	0	0	0	0
chr17	56769933	56811703	1272	RAD51C	+	Whole-Gene	protein_coding	16	46.6533018868	39.6136819057	0.35534591195	0.950471698113	0.905660377358	0.905660377358	0.779088050314	0.325471698113	0.113993710692	0	0	0	0	0
chr17	59758626	59940882	4010	BRIP1	.	Whole-Gene	protein_coding	19	46.9790523691	17.2993465663	0.55885286783	0.955112219451	0.955112219451	0.955112219451	0.927680798005	0.425187032419	0	0	0	0	0	0
chr17	63006832	63052957	1134	GNA13	.	Whole-Gene	protein_coding	32	144.65696649	100.371899108	0.646384479718	1.0	1.0	1.0	1.0	0.94708994709	0.550264550265	0	0	0	0	0
chr17	63524680	63557765	2532	AXIN2	.	Whole-Gene	protein_coding	37	132.118088468	41.254535351	0.530805687204	1.0	1.0	1.0	1.0	0.990126382306	0.773301737757	0	0	0	0	0
chr17	70117160	70122561	1530	SOX9	+	Whole-Gene	protein_coding	21	124.449673203	33.6921726799	0.698039215686	1.0	1.0	1.0	0.986928104575	0.953594771242	0.862745098039	0	0	0	0	0
chr17	78518618	78940171	4468	RPTOR	+	Whole-Gene	protein_coding	32	73.2081468218	33.5389791249	0.480975828111	1.0	0.980752014324	0.956356311549	0.935094001791	0.79297224709	0.188227394808	0	0	0	0	0
chr18	42260137	42648475	4980	SETBP1	+	Whole-Gene	protein_coding	72	199.07811245	45.1038307135	0.705220883534	1.0	1.0	1.0	1.0	1.0	0.990763052209	0	0	0	0	0
chr18	45357921	45457515	1512	SMAD2	.	Whole-Gene	protein_coding	29	115.117063492	44.1523657572	0.562830687831	1.0	1.0	1.0	1.0	0.975529100529	0.62962962963	0	0	0	0	0
chr18	48494409	48611415	1774	SMAD4	+	Whole-Gene	protein_coding	50	108.03156708	35.697449628	0.612175873732	0.954904171364	0.954904171364	0.954904171364	0.954904171364	0.937993235626	0.661781285231	0	0	0	0	0
chr19	1189405	1228428	1567	STK11	+	Whole-Gene	protein_coding	49	167.211869815	54.1204880198	0.604339502234	1.0	1.0	1.0	1.0	0.999361837907	0.898532227186	0	0	0	0	0
chr19	3094407	3124002	1170	GNA11	+	Whole-Gene	protein_coding	11	90.7512820513	33.670431664	0.784615384615	1.0	1.0	1.0	0.923076923077	0.923076923077	0.290598290598	0	0	0	0	0
chr19	4090318	4124126	1203	MAP2K2	.	Whole-Gene	protein_coding	42	99.6658354115	28.6387169999	0.521197007481	1.0	1.0	1.0	1.0	0.986699916874	0.54280964256	0	0	0	0	0
chr19	10596795	10614417	1875	KEAP1	.	Whole-Gene	protein_coding	61	118.172266667	30.1577019767	0.613866666667	1.0	1.0	1.0	1.0	1.0	0.618133333333	0	0	0	0	0
chr19	11071597	11176071	5058	SMARCA4	+	Whole-Gene	protein_coding	0	87.9118228549	34.4677850665	0.507710557533	0.998220640569	0.986160537762	0.978647686833	0.978647686833	0.897785686042	0.328192961645	0	0	0	0	0
chr19	15347646	15443356	4327	BRD4	.	Whole-Gene	protein_coding	37	62.9177259071	62.892193023	0.101687081119	0.636468685001	0.551190201063	0.551190201063	0.551190201063	0.530621677837	0.3272475156	0	0	0	0	0
chr19	30302804	30315215	1251	CCNE1	+	Whole-Gene	protein_coding	29	76.824940048	33.1159245048	0.543565147882	1.0	1.0	1.0	1.0	0.812949640288	0.240607513989	0	0	0	0	0
chr19	31765850	31840453	3308	TSHZ3	.	Whole-Gene	protein_coding	100	155.021765417	41.3003876156	0.846735187424	0.981257557437	0.981257557437	0.981257557437	0.981257557437	0.981257557437	0.950120918984	0	0	0	0	0
chr19	33790839	33793470	1077	CEBPA	.	Whole-Gene	protein_coding	1	88.573816156	59.040701552	0.330547818013	1.0	0.939647168059	0.881151346332	0.818941504178	0.74651810585	0.307335190344	0	0	0	0	0
chr19	36208920	36229779	7874	KMT2B	+	Whole-Gene	protein_coding	24	104.447167894	32.30785313	0.506604013208	1.0	0.997586995174	0.99618999238	0.982473964948	0.946278892558	0.593599187198	0	0	0	0	0
chr19	40736223	40791443	1711	AKT2	.	Whole-Gene	protein_coding	11	94.8825248393	39.4498059965	0.518410286382	0.995324371712	0.946230274693	0.946230274693	0.881355932203	0.856808883694	0.566919929866	0	0	0	0	0
chr19	40899674	40919273	4449	PRX	.	Whole-Gene	protein_coding	67	173.539671836	50.6600871026	0.691616093504	1.0	1.0	1.0	1.0	1.0	0.960440548438	0	0	0	0	0
chr19	45853094	45874176	2336	ERCC2	.	Whole-Gene	protein_coding	59	125.060787671	52.9573820969	0.461044520548	0.977311643836	0.977311643836	0.977311643836	0.977311643836	0.977311643836	0.621147260274	0	0	0	0	0
chr19	47421932	47508334	4500	ARHGAP35	+	Whole-Gene	protein_coding	25	118.391555556	32.4329327797	0.760666666667	1.0	1.0	1.0	1.0	0.976444444444	0.779111111111	0	0	0	0	0
chr19	52693291	52730687	1904	PPP2R1A	+	Whole-Gene	protein_coding	58	123.467962185	51.3500102572	0.494222689076	0.943277310924	0.935399159664	0.935399159664	0.935399159664	0.935399159664	0.74474789916	0	0	0	0	0
chr2	16080685	16087129	1395	MYCN	+	Whole-Gene	protein_coding	42	87.6265232975	37.9751892087	0.4229390681	1.0	0.986379928315	0.974910394265	0.93835125448	0.773476702509	0.498207885305	0	0	0	0	0
chr2	25455844	25565459	2864	DNMT3A	.	Whole-Gene	protein_coding	39	139.148044693	53.6553285694	0.537011173184	1.0	1.0	1.0	1.0	0.987081005587	0.761173184358	0	0	0	0	0
chr2	29415639	30144432	5118	ALK	.	Whole-Gene	protein_coding	25	102.051387261	51.0561519663	0.518757327081	0.999804611176	0.988081281751	0.969519343494	0.950957405236	0.92203985932	0.439429464635	0	0	0	0	0
chr2	39208536	39351486	4044	SOS1	.	Whole-Gene	protein_coding	22	58.2428288823	31.8383324309	0.382047477745	1.0	0.989614243323	0.989614243323	0.957220573689	0.5568743818	0.0776458951533	0	0	0	0	0
chr2	70314584	70316332	1071	PCBP1	+	Whole-Gene	protein_coding	88	200.389355742	52.4164769664	0.59943977591	1.0	1.0	1.0	1.0	1.0	0.987861811391	0	0	0	0	0
chr2	99061316	99210853	3130	INPP4A	+	Whole-Gene	protein_coding	6	61.6811501597	28.0025317652	0.356549520767	1.0	1.0	0.99552715655	0.919488817891	0.648562300319	0.0907348242812	0	0	0	0	0
chr2	148602085	148688393	1542	ACVR2A	+	Whole-Gene	protein_coding	29	54.1167315175	13.2503272378	0.731517509728	1.0	1.0	1.0	1.0	0.657587548638	0.0064850843061	0	0	0	0	0
chr2	178092322	178257425	1860	NFE2L2	.	Whole-Gene	protein_coding	0	87.735483871	30.7412804806	0.499462365591	0.977419354839	0.951612903226	0.951612903226	0.951612903226	0.911290322581	0.413440860215	0	0	0	0	0
chr2	198254507	198299815	4045	SF3B1	.	Whole-Gene	protein_coding	11	48.71223733	17.4073056461	0.559950556242	1.0	1.0	1.0	0.967861557478	0.453646477132	0.00692212608158	0	0	0	0	0
chr2	204732508	204738683	638	CTLA4	+	Whole-Gene	protein_coding	28	109.592476489	65.3648554815	0.224137931034	1.0	1.0	1.0	1.0	0.735109717868	0.462382445141	0	0	0	0	0
chr2	209100950	209130798	1245	IDH1	.	Whole-Gene	protein_coding	23	53.1333333333	14.3520109076	0.570281124498	1.0	1.0	1.0	0.987951807229	0.623293172691	0	0	0	0	0	0
chr2	212240445	213403565	3972	ERBB4	.	Whole-Gene	protein_coding	15	51.4050855992	21.6478031295	0.522155085599	1.0	1.0	1.0	0.986153071501	0.492698892246	0.0425478348439	0	0	0	0	0
chr20	22561642	22566093	1392	FOXA2	.	Whole-Gene	protein_coding	65	180.288793103	42.8402226934	0.614942528736	1.0	1.0	1.0	1.0	1.0	0.960488505747	0	0	0	0	0
chr20	30946154	31027122	4717	ASXL1	+	Whole-Gene	protein_coding	7	123.607165571	39.603496648	0.600381598474	0.99576001696	0.988552045792	0.984948060208	0.981344074624	0.971168115328	0.75450498198	0	0	0	0	0
chr20	51588945	52111869	3136	TSHZ2	+	Whole-Gene	protein_coding	73	189.221619898	35.0512151443	0.830994897959	1.0	1.0	1.0	1.0	1.0	0.990114795918	0	0	0	0	0
chr20	57414772	57486247	4096	GNAS	+	Whole-Gene	protein_coding	55	159.578125	53.3287155695	0.59814453125	0.998291015625	0.994873046875	0.980712890625	0.97509765625	0.957275390625	0.90771484375	0	0	0	0	0
chr21	36160097	37376965	1568	RUNX1	.	Whole-Gene	protein_coding	22	135.31377551	67.3756205835	0.297193877551	0.977678571429	0.977678571429	0.977678571429	0.961096938776	0.952168367347	0.602678571429	0	0	0	0	0
chr21	44513065	44527697	790	U2AF1	.	Whole-Gene	protein_coding	38	100.678481013	51.2970191689	0.370886075949	1.0	1.0	1.0	1.0	0.93164556962	0.505063291139	0	0	0	0	0
chr22	21271713	21308037	912	CRKL	+	Whole-Gene	protein_coding	85	130.413377193	54.4011152497	0.858552631579	1.0	1.0	1.0	1.0	1.0	0.950657894737	0	0	0	0	0
chr22	22108788	22221970	1083	MAPK1	.	Whole-Gene	protein_coding	17	54.4247460757	17.7614909369	0.545706371191	1.0	1.0	1.0	0.973222530009	0.531855955679	0.0203139427516	0	0	0	0	0
chr22	29083730	29138410	1834	CHEK2	.	Whole-Gene	protein_coding	0	54.0643402399	30.525285011	0.344601962923	0.925845147219	0.916575790622	0.916575790622	0.802071973828	0.541439476554	0.107960741549	0	0	0	0	0
chr22	29999544	30094587	1731	NF2	+	Whole-Gene	protein_coding	42	99.4055459272	35.0412201519	0.491045638359	1.0	1.0	1.0	1.0	0.972848064702	0.544771808203	0	0	0	0	0
chr22	41487789	41576081	7245	EP300	+	Whole-Gene	protein_coding	19	113.150310559	52.1608190477	0.240855762595	1.0	1.0	1.0	0.995169082126	0.911663216011	0.520634920635	0	0	0	0	0
chr3	10182691	10193904	642	VHL	+	Whole-Gene	protein_coding	51	251.716510903	166.19738483	0.38785046729	1.0	1.0	1.0	1.0	1.0	0.607476635514	0	0	0	0	0
chr3	12625099	12705725	2007	RAF1	.	Whole-Gene	protein_coding	15	64.9387144993	30.150506551	0.378674638764	0.985550572995	0.970104633782	0.970104633782	0.925759840558	0.72197309417	0.123069257598	0	0	0	0	0
